PROGNAME,VARIANT,ARGS,HOSTNAME,RUNID,CI_BUILD_ID,THREADS,DATETIME,MINTIME,MEDIANTIME,MAXTIME,MINTIME_PRODUCTIVITY,MEDIANTIME_PRODUCTIVITY,MAXTIME_PRODUCTIVITY,ALLTIMES,TRIALS,COMPILER,COMPILE_FLAGS,RUNTIME_FLAGS,ENV_VARS,BENCH_VERSION,BENCH_FILE,UNAME,PROCESSOR,TOPOLOGY,GIT_BRANCH,GIT_HASH,GIT_DEPTH,WHO,ETC_ISSUE,LSPCI,FULL_LOG,MEDIANTIME_ALLOCRATE,MEDIANTIME_MEMFOOTPRINT,ALLJITTIMES,RETRIES
"raxml","nondet","","cutter07","cutter07_1492486361","jenkins-detmonad-bench-bioinfo-BENCHMARK_NAME=raxml_nondet,THREADSETTINGS=4,label=CREST_cutter-37","4","2017-04-18 03:32:40.635928 UTC","10.9989664","11.348117682","12.467682802","","97.7","","11.088262607 11.303103649 11.869129741 11.418638036 11.348117682 12.467682802 10.9989664 12.386271907 12.208014027","9","The Glorious Glasgow Haskell Compilation System, version 8.0.2","-O2 -threaded","+RTS -s -RTS","[[]]","0.0","","Linux cutter07 3.19.0-28-generic #30~14.04.1-Ubuntu SMP Tue Sep 1 09:32:55 UTC 2015 x86_64 x86_64 x86_64 GNU/Linux","","Nothing","remotes/origin/master","7837e2f55c55037c6709b588f3bf46cfbd429b48","532","","","","","43746400","21801920","","0"
