PROGNAME,VARIANT,ARGS,HOSTNAME,RUNID,CI_BUILD_ID,THREADS,DATETIME,MINTIME,MEDIANTIME,MAXTIME,MINTIME_PRODUCTIVITY,MEDIANTIME_PRODUCTIVITY,MAXTIME_PRODUCTIVITY,ALLTIMES,TRIALS,COMPILER,COMPILE_FLAGS,RUNTIME_FLAGS,ENV_VARS,BENCH_VERSION,BENCH_FILE,UNAME,PROCESSOR,TOPOLOGY,GIT_BRANCH,GIT_HASH,GIT_DEPTH,WHO,ETC_ISSUE,LSPCI,FULL_LOG,MEDIANTIME_ALLOCRATE,MEDIANTIME_MEMFOOTPRINT,ALLJITTIMES,RETRIES
"raxml","det_ld_preload","","cutter10","cutter10_1492462171","jenkins-detmonad-bench-bioinfo-BENCHMARK_NAME=raxml_det_ld_preload,THREADSETTINGS=14,label=CREST_cutter-27","14","2017-04-17 20:49:30.659756 UTC","11.940141867","11.940141867","15.772597628","","78.7","","15.206327479 15.772597628 15.678414733 14.854119867 11.940141867 14.287000566 14.433626754 12.124272154 14.764010457","9","The Glorious Glasgow Haskell Compilation System, version 8.0.2","-O2 -threaded","+RTS -s -RTS","[[]]","0.0","","Linux cutter10 3.19.0-28-generic #30~14.04.1-Ubuntu SMP Tue Sep 1 09:32:55 UTC 2015 x86_64 x86_64 x86_64 GNU/Linux","","Nothing","remotes/origin/master","05d894a79df775b4a09c95338514748fa3a7bd36","530","","","","","209720438","88160160","","0"
